"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000261235",334.284924612219,-5.67450078888545,0.707696114064064,-8.01827320528676,1.07242069184136e-15,3.09711792871914e-14,NA
"ENSG00000278989",43.9356346207397,1.21385383170389,0.270193303164053,4.49253855476527,7.03791718874673e-06,4.27662501347781e-05,NA
"ENSG00000261238",9.72540751825088,-1.4252132180943,0.499312266793843,-2.85435250218426,0.00431246517214657,0.0130772945887246,NA
"ENSG00000181234",737.951911439544,-4.4695976938052,0.634324055175831,-7.04623710441858,1.83820925149143e-12,3.44302789015304e-11,"TMEM132C"
"ENSG00000177669",68.2120890329431,-4.24240575708915,0.773835245647555,-5.48231135884623,4.19804540215399e-08,3.97998579263926e-07,"MBOAT4"
"ENSG00000274265",29.5053547764943,1.22313806086912,0.2759299576525,4.43278457792364,9.30237992910128e-06,5.51090251041684e-05,NA
"ENSG00000224167",17.4920098486376,2.58265310404177,0.441840275046047,5.84521884921564,5.05902712039674e-09,5.58708751470831e-08,NA
"ENSG00000086717",6.17357028982943,2.94087641335895,0.799115801541631,3.68016300977342,0.000233084904772839,0.00100314768396641,"PPEF1"
"ENSG00000243566",28.6984297758723,1.64998471664588,0.679287378272181,2.42899363277255,0.0151407982348304,0.0383403037429712,"UPK3B"
"ENSG00000125319",60.5332878354793,-1.83595713644381,0.425945540372466,-4.31030956407799,1.63026169214535e-05,9.16060530608863e-05,"HROB"
"ENSG00000272954",1.61058854586566,-2.80989379682068,0.965888590094027,-2.90912826348548,0.00362438129103129,0.0112218565792034,NA
"ENSG00000259575",1.73494172869701,-2.88477134019784,0.958511865987788,-3.00963550119952,0.00261561378328342,0.00847512478011158,NA
"ENSG00000259577",136.876133688292,-1.81085396957048,0.2190610999641,-8.26643329129291,1.38026237993015e-16,4.35959504970358e-15,NA
"ENSG00000259570",8.65956727508973,-1.03985745090619,0.426419945133192,-2.43857601590702,0.0147452570959345,0.0375000054095187,NA
"ENSG00000228013",7.81526898570283,2.63614103381725,0.59832213209742,4.405889223212,1.05350795989867e-05,6.17533890305128e-05,"IL6R-AS1"
"ENSG00000176533",236.280303300685,1.32497359883466,0.258706342024122,5.12153505193592,3.03058389755691e-07,2.41978979324355e-06,"GNG7"
"ENSG00000176532",675.352907768515,-2.94472304076417,0.516428943016136,-5.70208753902502,1.18349019394598e-08,1.2343346110373e-07,"PRR15"
"ENSG00000176531",269.538829787905,-1.36039067563883,0.207651927487006,-6.55130290434679,5.70372318046643e-11,8.49359393315512e-10,"PHLDB3"
"ENSG00000282780",4.84697421993548,2.61929492868828,0.731895471447459,3.57878280556667,0.000345198193544505,0.00142614040890496,"TRBJ1-6"
