"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"51744",14.6235236736825,7.54490565544905,1.48593851282792,5.07753557116585,3.82361938065588e-07,1.300030589423e-05
"2831",47.7212113247363,-6.10255202488208,1.20195276762503,-5.07719786438886,3.83041923191952e-07,1.30030762863568e-05
"50848",484.767887542862,4.60900343532216,0.907935868532174,5.0763535124715,3.84747167412486e-07,1.30405880798809e-05
"10388",71.4060781755196,-1.57045491946212,0.309526795911683,-5.07372847910144,3.90095577661792e-07,1.32012718384425e-05
"107986458",52.5879096222458,2.50840274697402,0.494423360588521,5.07339043201402,3.90789528934809e-07,1.32041886557351e-05
"22941",40.5691632912152,4.32479752449728,0.852969707502515,5.07028266825586,3.9722528661503e-07,1.33800257007723e-05
"284992",179.134986059407,-1.79220721552034,0.353526113237642,-5.0695186251082,3.98823110301162e-07,1.34130509201286e-05
"51286",51.0381819360122,-1.84086982366506,0.363209910249844,-5.06833588984057,4.01308771383496e-07,1.34757872752362e-05
"4629",1203.68815533302,4.153897605975,0.819639074535373,5.06795946536555,4.02103003962994e-07,1.34816201606482e-05
"51200",4250.10442615827,2.79481758183453,0.55154827858288,5.06722201910483,4.03663368917224e-07,1.35130822081596e-05
"84952",217.279448508358,3.61857853294824,0.714247398394616,5.06628171286527,4.05661441902076e-07,1.35590776719454e-05
"9722",21.1398099757549,2.61002557993083,0.515237887944696,5.06567090852407,4.06964459755986e-07,1.35817355647597e-05
"1491",158.786164269598,1.83387317530862,0.362215923085934,5.0629281001364,4.12865593844672e-07,1.37575427789407e-05
"81563",277.536445514341,2.79418312500433,0.551969812617894,5.06220278922867,4.14439846140184e-07,1.37888516037391e-05
"5493",138.686574129928,3.62188800530949,0.715581928449059,5.0614581801409,4.16062008312412e-07,1.38216562577912e-05
"10874",20.3270711317041,6.85602468845768,1.3553431083835,5.05851591825687,4.22531983313659e-07,1.4015160106065e-05
"51209",141.581044154999,2.7123344782581,0.536283511066001,5.05765033287457,4.24453794873283e-07,1.40574438222819e-05
"84448",16.1321062943151,4.01010667217422,0.79309147853778,5.0562977672735,4.27473716987289e-07,1.4135911682292e-05
"105369699",168.616222807703,1.79209477388805,0.354709403564915,5.05229000380893,4.36544201103632e-07,1.44139199288412e-05
"1796",264.616441725996,1.85604933577979,0.367560165314828,5.04964767928543,4.4262564559239e-07,1.45904973174113e-05
"9467",710.940343442961,1.65027735175381,0.326827411516102,5.04938476273585,4.43235212625031e-07,1.45904973174113e-05
"730005",100.215296594352,9.1677750919498,1.81578582461611,5.04892976234575,4.44292036306892e-07,1.46031600314728e-05
"5097",54.5730904530168,4.02690934097203,0.797735774574053,5.0479237227667,4.46637387995263e-07,1.46580723437841e-05
"84552",274.139931674462,1.59950429436676,0.317049407128809,5.04496857083513,4.53595921970023e-07,1.48639894430177e-05
"84433",457.380475004057,3.50510845370142,0.695507683212121,5.03964016258381,4.66407944501943e-07,1.52608117503753e-05
"574414",162.782280524563,8.14730523194041,1.6187593152955,5.03305534983324,4.82723675951097e-07,1.57709091484414e-05
"9580",583.868494426181,-1.44328549034827,0.287277439833607,-5.0240126450035,5.06029031917467e-07,1.65074876087671e-05
"3855",6447.97459591897,3.6847114185677,0.734075452876628,5.01952681312035,5.17989152904819e-07,1.68723123478412e-05
"1809",20633.6755129309,1.96254615070334,0.391890385964428,5.00789562845126,5.50283589730932e-07,1.78973971115183e-05
"6512",34.8073987896043,4.12322791087098,0.824072030391931,5.00347998573615,5.63045142196693e-07,1.82850803577957e-05
"387882",7423.74860714968,-1.64637879633091,0.329222705135802,-5.00080574835137,5.70912120063991e-07,1.85128906276273e-05
"57568",1421.82218823794,3.3417068289219,0.668418580254682,4.99942240930621,5.75023056693689e-07,1.8618406750711e-05
"10382",24.9285919893578,4.55519130205556,0.912874680648928,4.98994155344242,6.03975640089527e-07,1.95267481496802e-05
"115207",1895.64241827729,3.30533350941287,0.662547166129122,4.98882748034982,6.07468651611345e-07,1.96076978100554e-05
"26153",110.305902424557,-4.59417189610434,0.920939984892991,-4.98856817107161,6.08284466720856e-07,1.96076978100554e-05
"2065",179.256920009066,3.3018186230806,0.662111724474421,4.98679981192231,6.13876140125515e-07,1.97586266968399e-05
"85480",14.0408497293062,5.77666000083858,1.15863052047563,4.98576543492674,6.17169842841905e-07,1.9835254446129e-05
"353219",24.5389846606536,7.71324473423639,1.54730067295665,4.98496825409996,6.19719872036911e-07,1.98877901622953e-05
"25945",4625.80713255375,-1.64617077744201,0.330343600809393,-4.98320770678965,6.25387555751879e-07,2.00400737998014e-05
"6943",79.3336882650255,9.40847066543845,1.88843724177116,4.9821463257176,6.28828535212668e-07,2.01206609072613e-05
"643314",3078.41484225712,1.38800849485227,0.278888744064048,4.9769254743874,6.46021801619662e-07,2.06100876093815e-05
"100505851",16.9049960447325,-5.25962622762807,1.0567667365378,-4.9770929059139,6.45463453038742e-07,2.06100876093815e-05
"668",2172.6290048299,-1.27560885704247,0.256400997159458,-4.97505419703637,6.52293872114429e-07,2.07747931157192e-05
